school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,NA,GT3,T,4,3,services,other,reputation,mother,2,NA,0,yes,NA,no,yes,no,yes,yes,no,3,3,3,1,1,4,2,11,15,NA
GP,F,16,NA,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,5,2,8,9,10
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,NA,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,11,14,14
NA,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0,7,9,8
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,17,17
NA,M,15,U,GT3,T,4,4,services,NA,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14
GP,F,15,U,GT3,T,NA,2,services,other,home,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,NA,3,5,1,1,2,26,7,6,NA
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,NA,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,NA,18
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,11,11
GP,F,15,U,GT3,T,2,2,other,other,course,mother,NA,4,NA,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8
GP,M,16,NA,GT3,T,3,3,services,other,home,father,NA,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,16,18,18
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,yes,yes,NA,yes,yes,yes,1,3,5,3,5,1,6,10,13,13
NA,F,NA,U,LE3,T,4,4,NA,health,NA,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,NA,14,15,16
GP,M,15,U,LE3,A,4,4,teacher,NA,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,18,19,19
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,NA,yes,yes,NA,yes,yes,yes,yes,no,4,1,2,1,1,2,0,7,10,NA
GP,F,16,U,NA,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,NA,1,5,6,10,13,13
GP,M,15,U,LE3,NA,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,NA,10,18,19,19
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,NA,9,9
GP,M,16,U,GT3,T,NA,4,teacher,teacher,course,father,NA,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,15,15,16
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,NA,4,3,1,1,2,2,11,13,14
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,NA,5,0,13,14,13
GP,M,17,R,GT3,T,1,3,NA,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,NA
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,NA,1,2,4,6,14,13,13
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,NA,2,0,no,no,no,NA,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15
GP,NA,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,NA,no,NA,5,4,1,2,5,6,16,14,NA
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,NA,2,13,13,13
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,NA,no,yes,no,yes,yes,yes,yes,5,4,4,1,NA,5,0,8,NA,8
GP,M,15,U,GT3,NA,3,4,services,services,NA,father,1,NA,0,yes,no,no,no,yes,yes,yes,no,5,NA,5,3,2,5,0,13,13,12
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,NA,yes,NA,no,no,no,no,no,3,4,2,1,1,5,2,7,8,9
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,NA,0,12,0,0
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,NA,0,no,yes,no,no,yes,yes,yes,yes,3,4,NA,1,3,5,12,10,13,12
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,NA,no,no,no,no,yes,yes,NA,no,3,2,1,1,4,5,16,12,11,11
GP,M,NA,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,NA,4,3,3,1,NA,5,0,11,0,0
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0
GP,F,NA,U,GT3,A,3,3,other,other,course,other,2,NA,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12
GP,F,15,U,NA,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,NA,NA,1,1,5,0,16,16,15
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,NA,1,3,0,7,9,0
GP,M,NA,U,LE3,NA,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,NA,3,NA,2,2,2,8,9,9,9
GP,F,15,U,GT3,T,4,4,teacher,NA,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,NA
GP,M,17,U,GT3,T,2,NA,other,other,home,mother,1,1,NA,no,yes,no,no,yes,yes,yes,no,5,NA,5,1,2,5,0,5,0,0
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,NA,NA,NA
GP,NA,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,NA,0,6,7,0
GP,F,NA,NA,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,NA,1,5,2,10,11,11
NA,M,16,U,GT3,T,4,4,teacher,teacher,NA,NA,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0
GP,M,15,U,LE3,A,2,1,NA,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,NA,no,NA,yes,2,3,5,2,5,4,0,6,5,0
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,NA,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,NA,5,5,6,12,13,14
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,NA,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10
GP,M,19,U,NA,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,NA,1,4,NA,5,0,0
GP,F,NA,U,GT3,T,4,4,other,teacher,course,mother,NA,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12
NA,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,NA,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8
GP,M,17,R,LE3,NA,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,NA,no,no,5,2,5,1,5,4,6,9,8,10
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,NA,no,no,no,no,no,yes,no,no,4,2,2,NA,2,3,2,17,15,15
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12
GP,M,NA,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,NA,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,NA,6,0
NA,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,NA,9,7
GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,NA,4,4,2,4,5,0,7,0,0
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,NA,NA,10,10,10
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,NA,yes,5,3,5,1,5,5,0,5,8,7
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,NA,4,5,2,1,1,2,16,12,11,12
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,NA,yes,no,4,3,NA,2,4,4,4,10,10,10
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,NA,0,6,7,0
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,NA,4,4,2,1,1,3,0,14,14,14
GP,M,16,U,GT3,T,NA,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,NA,4,3,2,NA,1,NA,2,13,15,16
GP,M,17,U,NA,NA,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,NA,4,4,4,1,3,5,0,13,NA,10
GP,F,16,U,GT3,T,NA,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,NA,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9
GP,M,17,U,LE3,NA,4,3,teacher,NA,course,mother,NA,2,0,no,no,NA,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9
GP,F,16,U,GT3,T,2,2,NA,NA,reputation,mother,2,2,0,no,no,yes,yes,no,yes,NA,no,3,4,4,1,4,5,2,13,13,11
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,NA,yes,yes,no,4,3,4,1,4,4,NA,6,5,6
